time	x	y	orientation_z	orientation_w	linear_vel	angular_vel
2186.77	4.76528	4.4817	0.641528	0.746516	0.792524	0.513768
2186.97	4.78153	4.62567	0.656736	0.732931	0.634189	0.488818
2187.17	4.79126	4.76659	0.672931	0.717818	0.691649	0.514479
2187.37	4.81413	4.85318	0.68636	0.704736	0.644478	0.528835
2187.57	4.8122	4.97847	0.705794	0.68504	0.622605	0.567522
2187.77	4.81664	5.08771	0.730637	0.658371	0.437724	0.634625
2187.97	4.81266	5.19285	0.761083	0.622755	0.51633	0.758105
2188.17	4.79282	5.27895	0.782408	0.595505	0.720387	0.636487
2188.37	4.73654	5.3356	0.800452	0.569671	1.06641	0.663957
2188.57	4.66195	5.53706	0.830108	0.523124	1.07679	0.64087
2188.77	4.57663	5.71622	0.853121	0.482415	1.03251	0.543681
2188.97	4.46859	5.88156	0.87758	0.43523	0.94569	0.464544
2189.17	4.42695	6.15323	0.892394	0.402942	0.919674	0.379532
2189.37	4.30445	6.29041	0.90632	0.369481	0.912604	0.401191
2189.57	4.17389	6.42007	0.916768	0.341556	0.902988	0.33951
2189.77	4.06772	6.5384	0.922789	0.323815	0.870825	0.339067
2189.97	3.93055	6.64374	0.929606	0.302522	0.860164	0.371212
2190.17	3.79493	6.73828	0.935683	0.282051	0.808333	0.369641
2190.37	3.64947	6.83934	0.940119	0.265701	0.819888	0.394993
2190.57	3.50873	6.92996	0.944436	0.248808	0.789807	0.376709
2190.77	3.40446	6.98671	0.948019	0.234196	0.803048	0.412907
2190.97	3.24692	7.07915	0.951608	0.218351	0.79141	0.397368
2191.17	3.11393	7.14488	0.95614	0.197524	0.636428	0.466023
2191.37	3.00605	7.18851	0.960782	0.174572	0.552047	0.457618
2191.57	2.88192	7.24567	0.964427	0.155103	0.471946	0.423612
2191.77	2.80186	7.27015	0.968656	0.129195	0.395357	0.471221
2191.97	2.73327	7.2873	0.972187	0.103798	0.322464	0.428928
2192.17	2.67302	7.30124	0.97462	0.0838569	0.27231	0.402702
2192.37	2.61184	7.31762	0.976481	0.0670598	0.224747	0.391374
2192.57	2.57336	7.32242	0.978595	0.0393596	0.158805	0.485831
2192.77	2.55417	7.32736	0.979195	0.0345786	0.203276	0.209494
2192.97	2.53088	7.33242	0.979924	0.0253265	0	0
2193.17	2.49984	7.33358	0.980384	0.0188605	0.231053	0.273694
2193.37	2.43261	7.32884	0.980888	0.0123538	0.263288	0.11405
2193.57	2.37132	7.3292	0.98109	0.00884753	0.335821	0.087563
2193.77	2.30213	7.32925	0.981192	0.00632895	0.364148	0.0797139
2193.97	2.18858	7.32992	0.981276	0.00573112	0.371111	0.128524
2194.17	2.10987	7.32938	0.981305	0.00143551	0.462659	0.0993671
2194.37	2.01596	7.32858	0.981175	-0.00165925	0.508556	0.0880305
2194.57	1.89488	7.31579	0.981103	0.00169028	0.428005	0.12133
2194.77	1.82119	7.31506	0.981128	-0.00425242	0.350231	0.138823
2194.97	1.74466	7.31321	0.981113	-0.0099746	0.315643	0.133559
2195.17	1.65377	7.31025	0.980964	-0.0158315	0.386164	0.137009
2195.37	1.57101	7.30786	0.980753	-0.022356	0.371251	0.139917
2195.57	1.47725	7.29973	0.980752	-0.0262494	0.33858	0.167115
2195.77	1.39858	7.29302	0.980595	-0.0307869	0.347813	0.190756
2195.97	1.32292	7.28817	0.980095	-0.0436244	0.36182	0.210662
2196.17	1.22472	7.25779	0.9798	-0.0499736	0.352559	0.284175
2196.37	1.14624	7.24377	0.978591	-0.0706723	0.367178	0.375279
2196.57	1.07276	7.23208	0.975907	-0.101911	0.384587	0.45492
2196.77	0.987401	7.21343	0.971036	-0.139904	0.445029	0.445453
2196.97	0.869736	7.18935	0.963092	-0.184338	0.711867	0.468902
2197.17	0.720547	7.12497	0.953066	-0.228963	0.800019	0.414065
2197.37	0.562775	7.08181	0.942134	-0.269643	0.71734	0.36116
2197.57	0.448743	7.00901	0.932417	-0.301095	0.655781	0.329759
2197.77	0.350692	6.93563	0.923685	-0.326708	0.594198	0.317903
2197.97	0.229617	6.87928	0.913722	-0.353626	0.533949	0.291467
2198.17	0.166914	6.82064	0.905747	-0.373935	0.41319	0.299845
2198.37	0.125431	6.7787	0.900046	-0.387822	0.381371	0.284207
2198.57	0.0880265	6.72547	0.892095	-0.406255	0.347673	0.257715
2198.77	0.045144	6.67511	0.885703	-0.42055	0.314031	0.26095
2198.97	0.00810899	6.6287	0.879391	-0.43419	0.281691	0.253479
2199.17	-0.0495204	6.57762	0.871206	-0.451039	0.250853	0.251175
2199.37	-0.0780478	6.5363	0.865302	-0.462968	0.241671	0.212532
2199.57	-0.102463	6.49888	0.859525	-0.474356	0.211439	0.211531
2199.77	-0.139514	6.46084	0.852126	-0.488308	0.18599	0.189555
2199.97	-0.15885	6.42704	-0.84559	0.500328	0.188338	0.22435
2200.17	-0.175223	6.39646	-0.839458	0.511355	0.159641	0.188007
2200.37	-0.212429	6.35895	-0.832725	0.523055	0.154114	0.192715
2200.57	-0.224936	6.3323	-0.82656	0.533551	0.145302	0.203378
2200.77	-0.242792	6.30689	-0.819715	0.544838	0.129108	0.18466
2200.97	-0.254595	6.28821	-0.815455	0.551775	0.117187	0.178679
2201.17	-0.26277	6.26684	-0.810244	0.560275	0.114973	0.205344
2201.37	-0.240396	6.24928	-0.806532	0.566683	0.0739289	0.317058
2201.57	-0.241663	6.22963	-0.804944	0.569635	0.124841	0.0672016
2201.77	-0.245435	6.2189	-0.795075	0.584368	0.0263495	0.320557
2201.97	-0.250605	6.2137	-0.781155	0.603976	0.023666	0.330905
2202.17	-0.293737	6.19544	-0.759531	0.631791	0.10102	0.0955398
2202.37	-0.294731	6.19027	-0.747152	0.647298	0.0114233	0.325063
2202.57	-0.284876	6.17738	-0.740579	0.655517	0.10083	0.0351565
2202.77	-0.263997	6.14889	-0.752356	0.642109	0.111755	-0.198449
2202.97	-0.266041	6.13167	-0.764824	0.627257	0.100693	-0.181284
2203.17	-0.27166	6.11909	-0.783857	0.603354	0.0996707	-0.317756
2203.37	-0.279744	6.09551	-0.786615	0.60012	0.178653	0.110337
2203.57	-0.285204	6.06328	-0.783766	0.604339	0.166814	0.0766446
2203.77	-0.288435	6.02892	-0.782188	0.606896	0.145879	0.114455
2203.97	-0.293874	6.00113	-0.78009	0.610133	0.124549	0.0861769
2204.17	-0.298128	5.97831	-0.778059	0.613291	0.1153	0.0830611
2204.37	-0.301412	5.95555	-0.773253	0.619902	0.114472	0.161854
2204.57	-0.292894	5.92047	-0.75571	0.641841	0.0739414	0.318855
2204.77	-0.294992	5.90603	-0.742702	0.657504	0.0713953	0.310426
